qid,model,question,model_answer,latency_ms,status,error
medquestions-500-0010,gemini-2.5-flash,What are the treatments for Ovarian small cell carcinoma ?,"Treatment for Ovarian Small Cell Carcinoma typically involves:

1.  **Surgery:** To remove as much tumor as possible (debulking).
2.  **Chemotherapy:** Often platinum-based regimens (e.g., cisplatin or carboplatin with etoposide).
3.  **Radiation therapy:** May be used in some cases, especially for localized disease or metastases.

Given its rarity and aggressive nature, treatment decisions are highly individualized and often involve specialized oncologic centers.",4904,ok,
medquestions-500-0011,gemini-2.5-flash,How many people are affected by Kufs disease ?,"Kufs disease is an extremely rare neurodegenerative disorder. Specific prevalence numbers are difficult to pinpoint globally, but it is considered ultra-rare.",3441,ok,
medquestions-500-0012,gemini-2.5-flash,What causes Multifocal motor neuropathy ?,"Multifocal motor neuropathy (MMN) is an **acquired, immune-mediated neuropathy**. It is often associated with high titers of anti-GM1 antibodies.",2340,ok,
medquestions-500-0013,gemini-2.5-flash,What are the symptoms of Karak syndrome ?,"""Karak syndrome"" is not a recognized medical condition in general medical knowledge. Therefore, it has no known symptoms.",1535,ok,
medquestions-500-0014,gemini-2.5-flash,How to diagnose Rheumatoid Arthritis ?,"Diagnosis involves:

1.  **Clinical Evaluation:** Symmetrical polyarthritis (especially small joints), morning stiffness >30 min, symptoms >6 weeks.
2.  **Blood Tests:** Elevated ESR/CRP, positive Rheumatoid Factor (RF), positive Anti-CCP antibodies.
3.  **Imaging:** X-rays (erosions, joint space narrowing), ultrasound/MRI for early changes.
4.  **ACR/EULAR Classification Criteria:** Used for definitive diagnosis.",2009,ok,
medquestions-500-0015,gemini-2.5-flash,What are the symptoms of Oculo-cerebral dysplasia ?,"Symptoms primarily involve:
*   **Ocular abnormalities:** Microphthalmia (small eyes), anophthalmia (absent eyes), coloboma, cataracts, severe vision impairment or blindness.
*   **Cerebral abnormalities:** Developmental delay, intellectual disability, seizures, structural brain malformations (e.g., microcephaly, agenesis of corpus callosum).",5248,ok,
medquestions-500-0016,gemini-2.5-flash,What are the treatments for Kidney Failure: Choosing a Treatment That's Right for You ?,"Treatments for kidney failure include:

1.  **Dialysis:**
    *   **Hemodialysis:** Blood is filtered by a machine.
    *   **Peritoneal Dialysis:** A solution is used inside the abdomen to filter blood.
2.  **Kidney Transplant:** A healthy kidney from a donor replaces the failing one.
3.  **Conservative Care (Supportive Care):** Managing symptoms without dialysis or transplant, focusing on quality of life.",1612,ok,
medquestions-500-0017,gemini-2.5-flash,What are the symptoms of Frias syndrome ?,Frias syndrome is not a widely recognized medical condition in general medical literature. Please verify the spelling or provide more context.,4767,ok,
medquestions-500-0018,gemini-2.5-flash,What is (are) Parenting ?,"Parenting is the process of raising, educating, and supporting the physical, emotional, social, and intellectual development of a child from infancy to adulthood.",1142,ok,
medquestions-500-0019,gemini-2.5-flash,How to diagnose Von Willebrand Disease ?,"Diagnosis involves evaluating bleeding history and specific laboratory tests, including:

1.  **Von Willebrand factor (vWF) antigen:** Measures the amount of vWF.
2.  **vWF activity:** Measures the function of vWF (e.g., ristocetin cofactor activity or collagen binding activity).
3.  **Factor VIII activity:** Assesses Factor VIII levels, which vWF carries and protects.

A prolonged PTT (partial thromboplastin time) may also be observed in some cases.",6931,ok,
medquestions-500-0020,gemini-2.5-flash,Is DMD-associated dilated cardiomyopathy inherited ?,"Yes, it is a direct manifestation of Duchenne Muscular Dystrophy (DMD), which is an inherited genetic disorder.",3331,ok,
medquestions-500-0021,gemini-2.5-flash,What is (are) Antecubital pterygium ?,"""Antecubital pterygium"" is not a standard or recognized medical term for a specific condition.

*   **Pterygium** typically refers to a triangular growth, most commonly on the eye.
*   **Antecubital** refers to the area in front of the elbow.

The combination does not define a recognized medical diagnosis.",4649,ok,
medquestions-500-0022,gemini-2.5-flash,What are the symptoms of Omenn syndrome ?,"Symptoms of Omenn syndrome include:

*   Severe generalized erythroderma (red, inflamed skin)
*   Alopecia (hair loss)
*   Chronic diarrhea
*   Failure to thrive
*   Hepatosplenomegaly (enlarged liver and spleen)
*   Lymphadenopathy (swollen lymph nodes)
*   Recurrent infections (due to severe immunodeficiency)
*   Eosinophilia",1686,ok,
medquestions-500-0023,gemini-2.5-flash,What is (are) Prothrombin thrombophilia ?,"Prothrombin thrombophilia is a genetic condition caused by a mutation in the prothrombin gene (Factor II), leading to increased prothrombin levels and an elevated risk of blood clots (thrombosis).",3760,ok,
medquestions-500-0024,gemini-2.5-flash,How many people are affected by severe congenital neutropenia ?,"Severe congenital neutropenia (SCN) is very rare, affecting an estimated **1 in 200,000 to 500,000 live births** globally.",3437,ok,
medquestions-500-0025,gemini-2.5-flash,What is (are) choroideremia ?,"Choroideremia is an inherited genetic disorder that causes progressive degeneration of the choroid, retina, and retinal pigment epithelium (RPE) in the eye, leading to progressive vision loss and eventual blindness.",1206,ok,
medquestions-500-0026,gemini-2.5-flash,What are the symptoms of Rheumatoid nodulosis ?,"The primary manifestation is the presence of firm, non-tender subcutaneous nodules, typically found on extensor surfaces (e.g., elbows, fingers). They are often asymptomatic themselves, unless they ulcerate or become infected, and frequently occur with minimal or no joint symptoms.",4609,ok,
medquestions-500-0027,gemini-2.5-flash,Who is at risk for Cataract? ?,"Risk factors include:

*   **Age** (most common)
*   **Diabetes**
*   **Smoking**
*   **Excessive alcohol consumption**
*   **Prolonged steroid use**
*   **Excessive sunlight exposure**
*   **Eye injury or inflammation**
*   **Family history**",1258,ok,
medquestions-500-0028,gemini-2.5-flash,What are the genetic changes related to galactosialidosis ?,"Mutations in the *CTSA* gene, which encodes the protective protein/cathepsin A (PPCA) enzyme. This leads to its deficiency or dysfunction.",2149,ok,
medquestions-500-0029,gemini-2.5-flash,"How to prevent Diabetes, Heart Disease, and Stroke ?","*   Maintain a healthy weight.
*   Eat a balanced diet (rich in fruits, vegetables, whole grains; low in unhealthy fats, sugar, and salt).
*   Exercise regularly (at least 150 minutes of moderate intensity per week).
*   Do not smoke.
*   Limit alcohol consumption.
*   Manage blood pressure, cholesterol, and blood sugar levels.",1562,ok,
medquestions-500-0030,gemini-2.5-flash,What is (are) High Blood Cholesterol ?,"High blood cholesterol means you have high levels of fatty substances called lipids, including cholesterol, in your blood. This can lead to plaque buildup in arteries, increasing the risk of heart disease and stroke.",1258,ok,
medquestions-500-0031,gemini-2.5-flash,What causes Menetrier disease ?,"The exact cause of Menetrier disease is unknown (idiopathic).

Associations include:
*   **Adults:** Sometimes linked to *Helicobacter pylori* infection.
*   **Children:** Often associated with Cytomegalovirus (CMV) infection.",4365,ok,
medquestions-500-0032,gemini-2.5-flash,What is (are) anhidrotic ectodermal dysplasia with immune deficiency ?,"A rare genetic disorder characterized by abnormal development of ectodermal structures (e.g., sparse hair, absent/malformed teeth, and reduced/absent sweating), *combined with immune system dysfunction* leading to increased susceptibility to infections.",2991,ok,
medquestions-500-0033,gemini-2.5-flash,What are the treatments for Maffucci syndrome ?,"Treatment for Maffucci syndrome is primarily symptomatic and supportive. It includes:

*   **Surgical intervention:** To remove symptomatic or deforming enchondromas, correct bone deformities, manage fractures, and excise suspicious lesions (due to risk of malignant transformation to chondrosarcoma).
*   **Regular monitoring:** Close follow-up with imaging (X-rays, MRI) to watch for enchondroma growth and signs of malignant transformation.
*   **Management of hemangiomas:** If they cause pain, bleeding, or significant cosmetic concerns.",3472,ok,
medquestions-500-0034,gemini-2.5-flash,Is Angelman syndrome inherited ?,"Angelman syndrome is often caused by a new (de novo) genetic change, but can be inherited from the mother in a smaller percentage of cases.",3618,ok,
medquestions-500-0035,gemini-2.5-flash,What is (are) Hermansky-Pudlak syndrome ?,"Hermansky-Pudlak syndrome (HPS) is a rare, inherited (autosomal recessive) disorder characterized by:

1.  **Oculocutaneous albinism:** Reduced pigment in skin, hair, and eyes.
2.  **Platelet dysfunction:** Leading to easy bruising and prolonged bleeding.
3.  **Lysosomal storage defect:** Accumulation of ceroid lipofuscin, which can cause progressive organ damage, most notably pulmonary fibrosis, granulomatous colitis, and kidney failure.",1969,ok,
medquestions-500-0036,gemini-2.5-flash,What are the symptoms of Fowler's syndrome ?,"The primary symptom of Fowler's syndrome is **chronic urinary retention**, often painless, in young women.

This includes:
*   Difficulty emptying the bladder completely.
*   Feeling of bladder fullness despite attempting to urinate.
*   Recurrent urinary tract infections (UTIs) due to residual urine.",5310,ok,
medquestions-500-0037,gemini-2.5-flash,How to diagnose Thrombocytopenia ?,"Thrombocytopenia is diagnosed primarily by:

1.  **Complete Blood Count (CBC):** Reveals a platelet count below the normal range.
2.  **Peripheral Blood Smear:** Confirms low platelets, checks for platelet clumping, and assesses red/white blood cell morphology.
3.  **Clinical History & Physical Exam:** To identify potential causes (e.g., medications, infections, bleeding, underlying conditions).
4.  **Further Specific Tests (if needed):** May include coagulation studies, antibody tests, or bone marrow examination to determine the underlying cause.",2812,ok,
medquestions-500-0038,gemini-2.5-flash,What is (are) Learning Disabilities ?,"Learning disabilities are neurological conditions that affect how the brain receives, processes, analyzes, and stores information. This can make it challenging to learn specific academic skills, such as reading (dyslexia), writing (dysgraphia), or math (dyscalculia), despite having average or above-average intelligence.",1288,ok,
medquestions-500-0039,gemini-2.5-flash,What are the genetic changes related to amelogenesis imperfecta ?,"Amelogenesis imperfecta is caused by mutations in genes encoding proteins essential for enamel formation, most commonly *AMELX*, *ENAM*, *MMP20*, and *KLK4*. Inheritance patterns vary.",3682,ok,
medquestions-500-0040,gemini-2.5-flash,What are the symptoms of Jones syndrome ?,There is no widely recognized medical condition or syndrome known as 'Jones syndrome'.,3607,ok,
medquestions-500-0041,gemini-2.5-flash,What is (are) Huntington disease ?,"Huntington disease is a progressive, inherited neurodegenerative disorder that causes uncontrolled movements (chorea), cognitive decline, and psychiatric problems due to the breakdown of nerve cells in the brain.",1025,ok,
medquestions-500-0042,gemini-2.5-flash,What are the treatments for CHARGE syndrome ?,"Treatment for CHARGE syndrome is individualized, symptomatic, and supportive, addressing specific medical issues and developmental needs. It often includes:

*   **Surgical interventions** for congenital anomalies (e.g., heart defects, choanal atresia, cleft lip/palate).
*   **Hearing and vision support** (e.g., hearing aids, cochlear implants, visual aids, therapies).
*   **Developmental therapies** (physical, occupational, speech-language).
*   **Nutritional support** (e.g., feeding tubes).
*   **Hormonal management** (e.g., for growth or pubertal issues).
*   **Ongoing medical management** for other systemic issues.",4241,ok,
medquestions-500-0043,gemini-2.5-flash,What are the treatments for Spinal Cord Infarction ?,"Treatments for Spinal Cord Infarction are primarily supportive and aim to address the underlying cause. There is no specific acute ""clot-busting"" therapy like for cerebral stroke.

Key aspects include:
*   **Supportive care:** Maintaining blood pressure, oxygenation, and managing complications.
*   **Identifying and treating the underlying cause:** To prevent recurrence (e.g., managing aortic dissection, vasculitis, or cardiac emboli).
*   **Symptomatic management:** For pain, spasticity, bladder/bowel dysfunction.
*   **Intensive rehabilitation:** Physical, occupational, and speech therapy for functional recovery.",2260,ok,
medquestions-500-0044,gemini-2.5-flash,What are the treatments for abetalipoproteinemia ?,"Treatment involves high-dose vitamin E and other fat-soluble vitamin (A, D, K) supplementation, along with dietary restriction of long-chain triglycerides.",1108,ok,
medquestions-500-0045,gemini-2.5-flash,What are the treatments for What I need to know about Hirschsprung Disease ?,"The primary treatment for Hirschsprung Disease is **surgical resection** of the aganglionic (non-functioning) bowel segment. This is typically a **pull-through procedure** that connects the healthy bowel to the anus.

Sometimes, a **temporary ostomy** (colostomy or ileostomy) is performed first, followed by the pull-through surgery later. **Rectal irrigations** may be used pre-operatively to decompress the bowel.",7061,ok,
medquestions-500-0046,gemini-2.5-flash,What is (are) Osteosarcoma and Malignant Fibrous Histiocytoma of Bone ?,"*   **Osteosarcoma:** A malignant bone tumor where the cancer cells produce osteoid (immature bone) or bone. It is the most common primary bone cancer in children and adolescents.
*   **Malignant Fibrous Histiocytoma of Bone:** A high-grade pleomorphic sarcoma of bone, historically thought to arise from fibroblasts and histiocytes. It is now often reclassified as an undifferentiated pleomorphic sarcoma (UPS) of bone when other specific differentiation is absent.",3599,ok,
medquestions-500-0047,gemini-2.5-flash,What are the symptoms of Gum (Periodontal) Disease ?,"Symptoms include:

*   Red, swollen, or tender gums
*   Bleeding gums, especially when brushing
*   Receding gums
*   Persistent bad breath
*   Loose teeth
*   Pus between teeth and gums",1503,ok,
medquestions-500-0048,gemini-2.5-flash,What are the symptoms of 22q11.2 duplication syndrome ?,"Symptoms of 22q11.2 duplication syndrome are highly variable but can include:

*   **Developmental delay** (speech, motor, global)
*   **Intellectual disability** (ranging from mild to moderate)
*   **Behavioral issues** (e.g., autism spectrum features, ADHD, anxiety)
*   **Hypotonia** (low muscle tone)
*   **Subtle dysmorphic features**
*   **Increased risk for psychiatric conditions** (e.g., schizophrenia, bipolar disorder)",3894,ok,
medquestions-500-0049,gemini-2.5-flash,Do you have information about Infant and Newborn Nutrition,"Yes, key aspects include:

*   **Exclusive Breastfeeding:** Recommended for the first 6 months, if possible.
*   **Iron-Fortified Formula:** A suitable alternative if breastfeeding is not an option.
*   **No Solids Before 4-6 Months:** Introduce solids gradually around 6 months while continuing milk.
*   **Avoid Cow's Milk:** Not recommended as a primary drink before age one.
*   **Vitamin D Supplementation:** Often recommended for breastfed infants.

Always consult a pediatrician for personalized advice.",1949,ok,
medquestions-500-0050,gemini-2.5-flash,What is (are) Cataract ?,"Cataract is the clouding of the natural lens of the eye, which leads to blurry or decreased vision.",1053,ok,
medquestions-500-0051,gemini-2.5-flash,What are the treatments for ataxia with vitamin E deficiency ?,High-dose oral vitamin E supplementation.,1800,ok,
medquestions-500-0052,gemini-2.5-flash,What to do for Primary Biliary Cirrhosis ?,"Management focuses on slowing disease progression and managing symptoms. Key approaches include:

1.  **Ursodeoxycholic acid (UDCA):** To slow liver damage.
2.  **Symptomatic relief:** For itching, fatigue, and dry eyes/mouth.
3.  **Monitoring and managing complications:** Such as osteoporosis and vitamin deficiencies.
4.  **Liver transplantation:** For advanced disease.
5.  **Regular follow-up with a hepatologist.**",3568,ok,
medquestions-500-0053,gemini-2.5-flash,Is Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency inherited ?,"Yes, Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency is inherited in an autosomal recessive pattern.",2182,ok,
medquestions-500-0054,gemini-2.5-flash,How many people are affected by Kidney Dysplasia ?,"Kidney dysplasia affects approximately 1 in 4,000 to 1 in 10,000 live births.",2755,ok,
medquestions-500-0055,gemini-2.5-flash,What are the symptoms of Familial eosinophilia ?,"Often asymptomatic; primary feature is persistent elevated eosinophil count in blood. Rarely, high levels can cause organ-specific symptoms if infiltrated.",1405,ok,
medquestions-500-0056,gemini-2.5-flash,What are the treatments for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,"For individuals treated with cadaveric pituitary human growth hormone (hGH) under programs like NHPP, the primary concern is the potential risk of Creutzfeldt-Jakob disease (CJD).

*   **CJD Treatment:** There is no cure for CJD; treatment is supportive and aimed at managing symptoms and improving comfort.
*   **Monitoring:** Regular medical follow-up is recommended for monitoring overall health and any neurological changes.",6367,ok,
medquestions-500-0057,gemini-2.5-flash,What is (are) Shapiro syndrome ?,Shapiro syndrome is a rare neurological disorder characterized by recurrent spontaneous hypothermia (low body temperature) and agenesis or dysgenesis (incomplete development) of the corpus callosum.,3781,ok,
medquestions-500-0058,gemini-2.5-flash,What are the treatments for mandibuloacral dysplasia ?,"Treatment for mandibuloacral dysplasia is symptomatic and supportive. There is no specific cure.

Management focuses on:
*   Addressing specific symptoms and complications (e.g., orthopedic, dental, endocrine issues).
*   Regular monitoring of affected systems.
*   Physical and occupational therapy.",1712,ok,
medquestions-500-0059,gemini-2.5-flash,What are the symptoms of Neuronal ceroid lipofuscinosis 5 ?,"Symptoms of Neuronal ceroid lipofuscinosis 5 (CLN5) typically include:

*   Progressive vision loss
*   Epileptic seizures
*   Motor deterioration (e.g., ataxia, loss of ambulation)
*   Cognitive decline/dementia
*   Speech impairment
*   Behavioral changes",4182,ok,
medquestions-500-0060,gemini-2.5-flash,How many people are affected by Osteoarthritis ?,Over 500 million people worldwide.,783,ok,
medquestions-500-0061,gemini-2.5-flash,How to diagnose Osteoporosis ?,"Bone mineral density (BMD) measurement using Dual-energy X-ray absorptiometry (DXA), primarily at the hip and spine.",821,ok,
medquestions-500-0062,gemini-2.5-flash,What are the symptoms of Facial ectodermal dysplasia ?,"Symptoms include:

*   Sparse or absent hair (hypotrichosis)
*   Missing, peg-shaped, or widely spaced teeth (hypodontia/anodontia)
*   Reduced sweating (hypohidrosis), leading to heat intolerance
*   Dry, thin skin
*   Characteristic facial features such as a prominent forehead, saddle nose, and prominent lips
*   Sparse eyelashes and eyebrows
*   Nail abnormalities may also be present.",3751,ok,
medquestions-500-0063,gemini-2.5-flash,What is (are) Prevent diabetes problems: Keep your nervous system healthy ?,"*   Maintain strict blood glucose control.
*   Manage blood pressure and cholesterol.
*   Engage in regular physical activity.
*   Eat a healthy, balanced diet.
*   Avoid smoking.
*   Limit alcohol intake.
*   Have regular foot and nerve exams.",2624,ok,
medquestions-500-0064,gemini-2.5-flash,What are the symptoms of Osteoarthritis ?,"Joint pain (worsens with activity), stiffness (especially after rest), tenderness, loss of flexibility, grating sensation (crepitus), and sometimes swelling.",2058,ok,
medquestions-500-0065,gemini-2.5-flash,What are the symptoms of 15q13.3 microdeletion syndrome ?,"Symptoms include:

*   **Neurodevelopmental delay/intellectual disability:** Variable severity.
*   **Psychiatric disorders:** Increased risk for schizophrenia, autism spectrum disorder, ADHD, anxiety.
*   **Seizures/epilepsy:** Common.
*   **Behavioral problems:** May include aggression, irritability.
*   **Minor dysmorphic features:** Often subtle or non-specific.",1589,ok,
medquestions-500-0066,gemini-2.5-flash,What are the treatments for polycystic kidney disease ?,"There is no cure for Polycystic Kidney Disease (PKD). Treatment focuses on:

*   **Managing symptoms:** Pain relief, blood pressure control, treating UTIs.
*   **Slowing disease progression:** Medications like Tolvaptan (for specific types), strict blood pressure management.
*   **Treating complications:** Such as kidney stones or cyst infections.
*   **Managing end-stage renal disease:** Dialysis or kidney transplantation.",5798,ok,
medquestions-500-0067,gemini-2.5-flash,How to diagnose Parkinson's Disease ?,"Parkinson's Disease is primarily diagnosed clinically by a neurologist based on a neurological examination. Key diagnostic features include:

1.  **Cardinal Motor Symptoms:** The presence of at least two of the four cardinal motor symptoms: bradykinesia (slowness of movement), resting tremor, rigidity, and postural instability (though this usually appears later).
2.  **Asymmetry:** Symptoms often begin on one side of the body.
3.  **Response to Levodopa:** A significant improvement in motor symptoms after taking Levodopa strongly supports the diagnosis.
4.  **Exclusion:** Ruling out other conditions that can mimic Parkinson's symptoms.

There is no definitive blood test or imaging scan (like MRI) to diagnose Parkinson's, though imaging may be used to rule out other causes.",2226,ok,
medquestions-500-0068,gemini-2.5-flash,What causes Osteoarthritis ?,"Degeneration of joint cartilage due to wear and tear, age, genetics, obesity, and previous joint injury.",1145,ok,
medquestions-500-0069,gemini-2.5-flash,Is Bart-Pumphrey syndrome inherited ?,"Yes, Bart-Pumphrey syndrome is inherited in an autosomal dominant pattern.",2115,ok,
medquestions-500-0070,gemini-2.5-flash,Is intrahepatic cholestasis of pregnancy inherited ?,"No, it is not directly inherited, but there is a strong genetic predisposition and a familial component. Mutations in certain genes increase susceptibility.",3271,ok,
medquestions-500-0071,gemini-2.5-flash,How to diagnose Chronic Fatigue Syndrome (CFS) ?,CFS is diagnosed clinically based on symptoms lasting at least 6 months and by ruling out other medical conditions. There is no specific diagnostic test.,1675,ok,
medquestions-500-0072,gemini-2.5-flash,What are the symptoms of Salcedo syndrome ?,Salcedo syndrome is not a recognized medical condition in general medical knowledge.,2574,ok,
medquestions-500-0073,gemini-2.5-flash,How many people are affected by Lynch syndrome ?,"Approximately 1 in 279 people are affected by Lynch syndrome in the general population, though many remain undiagnosed. This translates to about 0.3% to 0.5%.",3316,ok,
medquestions-500-0074,gemini-2.5-flash,What is (are) Flu ?,"Flu is a common, acute respiratory illness caused by influenza viruses. It affects the nose, throat, and lungs, leading to symptoms like fever, cough, sore throat, body aches, and fatigue.",989,ok,
medquestions-500-0075,gemini-2.5-flash,What causes Klinefelter syndrome ?,"An extra X chromosome in males (XXY), typically due to an error during cell division (nondisjunction) in the egg or sperm.",1341,ok,
medquestions-500-0076,gemini-2.5-flash,What are the treatments for Alkhurma Hemorrhagic Fever (AHF) ?,"There is no specific antiviral treatment for Alkhurma Hemorrhagic Fever (AHF). Management is supportive, focusing on symptom control and complication management.",2839,ok,
medquestions-500-0077,gemini-2.5-flash,What are the treatments for primary macronodular adrenal hyperplasia ?,"Treatment for primary macronodular adrenal hyperplasia typically involves:

1.  **Adrenalectomy:** Unilateral or bilateral, depending on the predominant source of cortisol excess.
2.  **Medical therapy:** Medications to inhibit cortisol synthesis (e.g., ketoconazole, metyrapone) or block its action (e.g., mifepristone) may be used pre-operatively, for symptom management, or if surgery is not an option.
3.  **Watchful waiting:** For mild, non-progressive cases without significant hypercortisolism.
4.  **Symptomatic management:** Addressing associated conditions like hypertension and diabetes.",5159,ok,
medquestions-500-0078,gemini-2.5-flash,What are the genetic changes related to Meige disease ?,"Meige disease is primarily sporadic, but genetic predisposition is recognized in some cases. No single causative gene has been definitively identified for most instances. Research suggests a complex interplay of multiple genes may contribute to susceptibility, often involving neurotransmitter pathways.",5035,ok,
medquestions-500-0079,gemini-2.5-flash,What causes Hereditary spherocytosis ?,"Genetic defects (mutations) in genes that code for proteins of the red blood cell membrane, such as spectrin, ankyrin, band 3, and protein 4.2.",2228,ok,
medquestions-500-0080,gemini-2.5-flash,Is Hereditary multiple osteochondromas inherited ?,Yes.,725,ok,
medquestions-500-0081,gemini-2.5-flash,What is the outlook for Infantile Spasms ?,"The outlook is generally poor, with significant neurodevelopmental impairment (cognitive and motor delays) in most children. There is a high risk of developing other epilepsy syndromes later.",1810,ok,
medquestions-500-0082,gemini-2.5-flash,What are the treatments for Atherosclerosis ?,"Treatments for atherosclerosis include:
*   **Lifestyle changes:** Diet, exercise, smoking cessation.
*   **Medications:** Statins, antiplatelets (e.g., aspirin), blood pressure medications, diabetes medications.
*   **Procedures:** Angioplasty, stenting, bypass surgery (CABG).",1206,ok,
medquestions-500-0083,gemini-2.5-flash,What are the symptoms of Hepatic venoocclusive disease with immunodeficiency ?,"The symptoms of Hepatic venoocclusive disease (HVOD) in an immunodeficient patient are primarily related to liver congestion and injury:

*   **Jaundice** (yellowing of skin/eyes)
*   **Hepatomegaly** (enlarged liver)
*   **Right upper quadrant pain**
*   **Ascites** (fluid accumulation in the abdomen)
*   **Weight gain** (due to fluid retention)",6672,ok,
medquestions-500-0084,gemini-2.5-flash,What is (are) Male Breast Cancer ?,A rare cancer that forms in the breast tissue of men.,905,ok,
medquestions-500-0085,gemini-2.5-flash,What are the treatments for Friedreich's Ataxia ?,"There is no cure for Friedreich's Ataxia. Treatment is supportive and symptomatic, focusing on managing symptoms and complications. This includes:

*   **Physical, occupational, and speech therapy.**
*   **Medications** for specific symptoms (e.g., spasticity, cardiac issues, pain).
*   **Management of associated conditions** (e.g., diabetes, scoliosis, cardiomyopathy).
*   **Assistive devices** (walkers, wheelchairs, braces).
*   **Surgical interventions** for orthopedic issues like scoliosis or foot deformities.",3836,ok,
medquestions-500-0086,gemini-2.5-flash,Who is at risk for Prostate Cancer? ?,"Older men, men with a family history of prostate cancer, and African American men are at increased risk.",1140,ok,
medquestions-500-0087,gemini-2.5-flash,What to do for Urinary Tract Infections in Children ?,"**Seek immediate medical attention from a pediatrician.**

A doctor will:
1.  Diagnose with a urine test (urinalysis and culture).
2.  Prescribe antibiotics; ensure the full course is completed.
3.  Advise on pain relief and hydration.

Untreated UTIs in children can lead to serious kidney issues.",3569,ok,
medquestions-500-0088,gemini-2.5-flash,How to diagnose Varicose Veins ?,"Varicose veins are primarily diagnosed by:

1.  **Physical Examination:** Visual inspection and palpation of the characteristic dilated, tortuous veins.
2.  **Patient Symptoms:** History of aching, heaviness, or swelling in the legs.
3.  **Duplex Ultrasound:** The gold standard to confirm diagnosis, assess venous reflux/insufficiency, and map the extent of disease.",1397,ok,
medquestions-500-0089,gemini-2.5-flash,What is (are) Childhood Central Nervous System Embryonal Tumors ?,These are malignant brain or spinal cord tumors that arise from primitive (embryonic) cells that didn't fully differentiate during development. They are typically aggressive.,2473,ok,
medquestions-500-0090,gemini-2.5-flash,What is (are) laryngo-onycho-cutaneous syndrome ?,"Laryngo-onycho-cutaneous syndrome is a **descriptive term** for a combination of symptoms affecting the **larynx**, **nails**, and **skin**. It is **not a formally recognized, distinct medical syndrome**.",5656,ok,
