qid,model,question,model_answer,latency_ms,status,error
medquestions-500-0023,gpt-4o-mini,What is (are) Prothrombin thrombophilia ?,"Prothrombin thrombophilia is a genetic condition caused by a mutation in the prothrombin gene (G20210A), leading to increased levels of prothrombin, a protein essential for blood clotting. This condition raises the risk of developing abnormal blood clots, particularly in veins, which can result in conditions like deep vein thrombosis (DVT) or pulmonary embolism (PE).",1884,ok,
medquestions-500-0024,gpt-4o-mini,How many people are affected by severe congenital neutropenia ?,"Severe congenital neutropenia affects approximately 1 in 200,000 to 1 in 500,000 individuals.",899,ok,
medquestions-500-0025,gpt-4o-mini,What is (are) choroideremia ?,"Choroideremia is a rare genetic disorder that leads to progressive vision loss due to degeneration of the choroid, retinal pigment epithelium, and photoreceptors in the eye. It is typically inherited in an X-linked recessive pattern, primarily affecting males. Symptoms usually begin in childhood or adolescence and can include night blindness and peripheral vision loss, eventually leading to complete blindness.",2019,ok,
medquestions-500-0026,gpt-4o-mini,What are the symptoms of Rheumatoid nodulosis ?,"Rheumatoid nodulosis is characterized by the presence of rheumatoid nodules, which are firm, painless lumps that typically develop under the skin, often over pressure points. Other symptoms may include joint pain, swelling, and stiffness associated with rheumatoid arthritis.",1346,ok,
medquestions-500-0027,gpt-4o-mini,Who is at risk for Cataract? ?,"Individuals at risk for cataracts include:

1. Older adults (age is the primary risk factor).
2. People with a family history of cataracts.
3. Those with diabetes.
4. Individuals who smoke.
5. Heavy alcohol consumers.
6. People with prolonged exposure to UV radiation.
7. Those taking corticosteroid medications long-term.
8. Individuals with previous eye injuries or surgeries.",2591,ok,
medquestions-500-0028,gpt-4o-mini,What are the genetic changes related to galactosialidosis ?,"Galactosialidosis is caused by mutations in the **GLB1** gene, which encodes the enzyme beta-galactosidase. This enzyme is involved in the breakdown of certain glycoproteins and glycolipids. Deficiency in this enzyme leads to the accumulation of GM1 gangliosides and other substrates, resulting in the symptoms of the disease.",1661,ok,
medquestions-500-0029,gpt-4o-mini,"How to prevent Diabetes, Heart Disease, and Stroke ?","To prevent diabetes, heart disease, and stroke, follow these guidelines:

1. **Maintain a Healthy Weight**: Achieve and maintain a healthy body weight through diet and exercise.
2. **Eat a Balanced Diet**: Focus on whole grains, fruits, vegetables, lean proteins, and healthy fats. Limit sugar, salt, and saturated fats.
3. **Stay Physically Active**: Aim for at least 150 minutes of moderate aerobic activity per week.
4. **Avoid Tobacco**: Do not smoke and avoid secondhand smoke.
5. **Limit Alcohol**: Drink in moderation, if at all.
6. **Manage Stress**: Practice stress-reducing techniques like mindfulness, yoga, or meditation.
7. **Regular Health Check-ups**: Monitor blood pressure, cholesterol, and blood sugar levels regularly.
8. **Get Enough Sleep**: Aim for 7-9 hours of quality sleep per night.

Implementing these lifestyle changes can significantly reduce your risk.",3697,ok,
medquestions-500-0030,gpt-4o-mini,What is (are) High Blood Cholesterol ?,"High blood cholesterol, or hypercholesterolemia, refers to elevated levels of cholesterol in the blood, which can increase the risk of heart disease and stroke. Cholesterol is a fatty substance produced by the liver and obtained from food. It is categorized into two main types: LDL (low-density lipoprotein, often referred to as ""bad"" cholesterol) and HDL (high-density lipoprotein, known as ""good"" cholesterol). High levels of LDL and low levels of HDL are associated with cardiovascular problems.",3920,ok,
medquestions-500-0031,gpt-4o-mini,What causes Menetrier disease ?,"Menetrier disease is characterized by the overgrowth of the stomach lining, leading to large gastric folds. The exact cause is unknown, but it is associated with increased levels of transforming growth factor-alpha (TGF-α) and may be linked to chronic inflammation, infections (such as Helicobacter pylori), and certain genetic factors.",1527,ok,
medquestions-500-0032,gpt-4o-mini,What is (are) anhidrotic ectodermal dysplasia with immune deficiency ?,"Anhidrotic ectodermal dysplasia with immune deficiency is a rare genetic disorder characterized by the absence of sweat glands (anhidrosis), abnormal development of ectodermal structures (such as hair, teeth, and nails), and immune system deficiencies. This condition can lead to increased susceptibility to infections and difficulties in thermoregulation due to the inability to sweat. It is often caused by mutations in genes involved in ectodermal development and immune function.",2526,ok,
medquestions-500-0033,gpt-4o-mini,What are the treatments for Maffucci syndrome ?,"Treatment for Maffucci syndrome focuses on managing symptoms and complications. This may include:

1. **Surgical intervention**: Removal of tumors or vascular malformations.
2. **Monitoring**: Regular imaging to detect potential malignancies.
3. **Pain management**: Medications for pain relief.
4. **Physical therapy**: To improve mobility and function.
5. **Genetic counseling**: For affected individuals and families.

There is no cure for Maffucci syndrome, so treatment is individualized based on symptoms.",2606,ok,
medquestions-500-0034,gpt-4o-mini,Is Angelman syndrome inherited ?,"No, Angelman syndrome is typically not inherited. It usually results from a deletion or mutation of the UBE3A gene on chromosome 15, which occurs sporadically.",1573,ok,
medquestions-500-0035,gpt-4o-mini,What is (are) Hermansky-Pudlak syndrome ?,"Hermansky-Pudlak syndrome is a rare genetic disorder characterized by albinism, visual impairment, and a bleeding tendency due to a defect in platelet function. It is associated with lysosomal storage issues and can also involve pulmonary fibrosis and other organ complications.",1296,ok,
medquestions-500-0036,gpt-4o-mini,What are the symptoms of Fowler's syndrome ?,"Fowler's syndrome is characterized by urinary retention, often accompanied by a weak urinary stream, difficulty initiating urination, and sometimes overflow incontinence. It may also involve pelvic pain and bladder distension.",1003,ok,
medquestions-500-0037,gpt-4o-mini,How to diagnose Thrombocytopenia ?,"Thrombocytopenia is diagnosed through:

1. **Complete Blood Count (CBC)**: To measure platelet levels.
2. **Medical History**: Assessing symptoms and potential causes.
3. **Physical Examination**: Checking for signs of bleeding or bruising.
4. **Additional Tests**: Bone marrow biopsy, peripheral blood smear, or specific tests for underlying conditions if needed. 

Consult a healthcare provider for a comprehensive evaluation.",2018,ok,
medquestions-500-0038,gpt-4o-mini,What is (are) Learning Disabilities ?,"Learning disabilities are neurological disorders that affect the brain's ability to receive, process, and respond to information. They can impact skills such as reading, writing, math, and reasoning, despite having average or above-average intelligence. Common types include dyslexia (reading), dysgraphia (writing), and dyscalculia (math).",1611,ok,
medquestions-500-0039,gpt-4o-mini,What are the genetic changes related to amelogenesis imperfecta ?,"Amelogenesis imperfecta is primarily associated with mutations in genes involved in enamel formation. Key genes include:

1. **AMELX** - Amelogenin gene, mutations can lead to X-linked forms.
2. **ENAM** - Enamelin gene, mutations affect enamel matrix.
3. **MMP20** - Matrix metalloproteinase 20, involved in enamel maturation.
4. **KLK4** - Kallikrein-related peptidase 4, also plays a role in enamel maturation.

These genetic changes disrupt the normal development and mineralization of enamel, leading to the characteristic dental defects.",2865,ok,
medquestions-500-0040,gpt-4o-mini,What are the symptoms of Jones syndrome ?,"Jones syndrome, also known as oculodentodigital dysplasia, is characterized by symptoms such as:

- Ocular abnormalities (e.g., colobomas)
- Dental anomalies (e.g., missing teeth, malformed teeth)
- Digital abnormalities (e.g., syndactyly, brachydactyly)
- Hearing loss
- Skin changes (e.g., palmoplantar keratoderma)

Consult a healthcare professional for a comprehensive evaluation.",2338,ok,
medquestions-500-0041,gpt-4o-mini,What is (are) Huntington disease ?,"Huntington's disease is a genetic neurodegenerative disorder characterized by progressive motor dysfunction, cognitive decline, and psychiatric symptoms. It is caused by a mutation in the HTT gene, leading to the production of an abnormal protein that damages brain cells, particularly in the basal ganglia. Symptoms typically appear in mid-adulthood and worsen over time.",1773,ok,
medquestions-500-0042,gpt-4o-mini,What are the treatments for CHARGE syndrome ?,"Treatment for CHARGE syndrome is multidisciplinary and may include:

1. **Surgical Interventions**: For congenital heart defects, ear abnormalities, and other structural issues.
2. **Hearing Aids or Cochlear Implants**: For hearing loss management.
3. **Speech and Language Therapy**: To address communication challenges.
4. **Occupational and Physical Therapy**: To support developmental and motor skills.
5. **Vision Support**: For visual impairments.
6. **Regular Monitoring**: For associated health issues, such as growth and endocrine problems.

Management is tailored to the individual's specific needs and symptoms.",2473,ok,
medquestions-500-0043,gpt-4o-mini,What are the treatments for Spinal Cord Infarction ?,"Treatment for spinal cord infarction typically includes:

1. **Supportive Care**: Stabilization of the patient, including monitoring vital signs and neurological status.
2. **Medications**: Corticosteroids to reduce inflammation, anticoagulants to prevent further clotting, and pain management.
3. **Rehabilitation**: Physical therapy and occupational therapy to improve mobility and function.
4. **Surgery**: In some cases, surgical intervention may be necessary to relieve pressure or address underlying vascular issues.

Early intervention is crucial for better outcomes.",2804,ok,
medquestions-500-0044,gpt-4o-mini,What are the treatments for abetalipoproteinemia ?,"Treatment for abetalipoproteinemia primarily includes:

1. **Dietary Management**: A low-fat diet supplemented with medium-chain triglycerides (MCTs) to provide essential fatty acids and calories.
2. **Vitamin Supplementation**: High doses of fat-soluble vitamins (A, D, E, and K) to address deficiencies.
3. **Supportive Care**: Management of symptoms and complications, such as neurological issues or fat malabsorption.

Regular monitoring by a healthcare provider is essential.",2115,ok,
medquestions-500-0045,gpt-4o-mini,What are the treatments for What I need to know about Hirschsprung Disease ?,"Hirschsprung disease is primarily treated through surgery. The main treatment options include:

1. **Surgical Resection**: The affected segment of the colon (where nerve cells are missing) is removed, and the healthy part is connected to the rectum.
2. **Colostomy**: In some cases, a temporary colostomy may be performed to divert stool while the child grows and prepares for further surgery.
3. **Postoperative Care**: Monitoring for complications and managing bowel function post-surgery.

Additional treatments may include dietary changes and medications to manage symptoms. Always consult a healthcare professional for personalized advice.",2888,ok,
medquestions-500-0046,gpt-4o-mini,What is (are) Osteosarcoma and Malignant Fibrous Histiocytoma of Bone ?,"Osteosarcoma is a type of bone cancer that typically occurs in the long bones, particularly around the knee and in the upper arm. It is characterized by the production of immature bone or osteoid tissue.

Malignant Fibrous Histiocytoma of Bone (MFH) is a rare type of bone tumor that arises from fibrous tissue and histiocytes. It is considered a high-grade sarcoma and can occur in various bones, often affecting adults.

Both are aggressive tumors that require prompt diagnosis and treatment, usually involving surgery and possibly chemotherapy.",1985,ok,
medquestions-500-0047,gpt-4o-mini,What are the symptoms of Gum (Periodontal) Disease ?,"Symptoms of gum (periodontal) disease include:

1. Red, swollen, or tender gums
2. Bleeding gums during brushing or flossing
3. Bad breath (halitosis)
4. Receding gums
5. Loose or shifting teeth
6. Pus between teeth and gums
7. Changes in bite or tooth alignment

If you experience these symptoms, consult a dentist.",1889,ok,
medquestions-500-0048,gpt-4o-mini,What are the symptoms of 22q11.2 duplication syndrome ?,"Symptoms of 22q11.2 duplication syndrome can vary widely but may include:

- Developmental delays
- Learning disabilities
- Speech and language difficulties
- Heart defects
- Immune system issues
- Gastrointestinal problems
- Behavioral challenges
- Autism spectrum disorders
- Distinctive facial features

Consult a healthcare professional for a comprehensive evaluation and diagnosis.",1774,ok,
medquestions-500-0049,gpt-4o-mini,Do you have information about Infant and Newborn Nutrition,"Yes, infant and newborn nutrition primarily involves breastfeeding or formula feeding. Exclusive breastfeeding is recommended for the first six months, providing essential nutrients and antibodies. After six months, complementary foods can be introduced while continuing breastfeeding. Formula can be used as an alternative to breast milk. Always consult a pediatrician for personalized advice.",1763,ok,
medquestions-500-0050,gpt-4o-mini,What is (are) Cataract ?,"A cataract is a clouding of the eye's natural lens, leading to decreased vision. It often develops with age and can cause symptoms like blurred vision, glare, and difficulty seeing at night. Treatment typically involves surgical removal of the cloudy lens, often replaced with an artificial lens.",1243,ok,
medquestions-500-0051,gpt-4o-mini,What are the treatments for ataxia with vitamin E deficiency ?,"Treatment for ataxia due to vitamin E deficiency primarily involves vitamin E supplementation. The typical dosage is 800 to 1200 IU per day, but it should be tailored to the individual. Additionally, addressing any underlying causes of the deficiency, such as malabsorption issues, is important. Regular monitoring and follow-up with a healthcare provider are recommended.",1755,ok,
medquestions-500-0052,gpt-4o-mini,What to do for Primary Biliary Cirrhosis ?,"Primary Biliary Cirrhosis (PBC) management includes:

1. **Ursodeoxycholic Acid (UDCA)**: First-line treatment to improve liver function and slow disease progression.
2. **Symptom Management**: Treat itching (pruritus) with antihistamines or cholestyramine; manage fatigue and other symptoms.
3. **Vitamin Supplements**: Consider fat-soluble vitamins (A, D, E, K) if malabsorption occurs.
4. **Monitoring**: Regular liver function tests and monitoring for complications.
5. **Liver Transplant**: Considered in advanced cases with liver failure.

Consult a healthcare provider for personalized treatment.",2867,ok,
medquestions-500-0053,gpt-4o-mini,Is Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency inherited ?,"Yes, non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency is inherited in an autosomal recessive manner.",1001,ok,
medquestions-500-0054,gpt-4o-mini,How many people are affected by Kidney Dysplasia ?,"Kidney dysplasia, specifically multicystic dysplastic kidney (MCDK), occurs in approximately 1 in 4,000 to 1 in 10,000 live births. The prevalence can vary based on the population studied.",1162,ok,
medquestions-500-0055,gpt-4o-mini,What are the symptoms of Familial eosinophilia ?,"Symptoms of familial eosinophilia can include:

1. Elevated eosinophil levels in the blood.
2. Skin rashes or lesions.
3. Respiratory issues (e.g., asthma, cough).
4. Gastrointestinal symptoms (e.g., abdominal pain, diarrhea).
5. Fever or malaise.
6. Fatigue.

Symptoms can vary widely among individuals. Always consult a healthcare professional for diagnosis and management.",2175,ok,
medquestions-500-0056,gpt-4o-mini,What are the treatments for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,"The treatments for individuals receiving pituitary human growth hormone (HGH) typically include:

1. **Hormone Replacement Therapy**: Administering HGH to address deficiencies.
2. **Monitoring**: Regular assessments of hormone levels and growth progress.
3. **Management of Side Effects**: Addressing any adverse effects from HGH therapy.
4. **Supportive Care**: Nutritional guidance and physical therapy as needed.

Always consult a healthcare provider for personalized treatment plans.",2236,ok,
medquestions-500-0057,gpt-4o-mini,What is (are) Shapiro syndrome ?,"Shapiro syndrome is a rare neurological condition characterized by episodes of hypothermia (lowered body temperature) and excessive sweating. It is often associated with hypothalamic dysfunction and can lead to other symptoms such as obesity and developmental delays. The exact cause is not well understood, and treatment focuses on managing symptoms.",1473,ok,
medquestions-500-0058,gpt-4o-mini,What are the treatments for mandibuloacral dysplasia ?,"Treatment for mandibuloacral dysplasia primarily focuses on managing symptoms and complications. This may include:

1. **Growth Hormone Therapy**: To address short stature.
2. **Physical Therapy**: To improve mobility and strength.
3. **Surgical Interventions**: For skeletal deformities or dental issues.
4. **Management of Metabolic Complications**: Such as monitoring and treating insulin resistance or other endocrine issues.
5. **Regular Monitoring**: For cardiovascular and other health concerns.

Consultation with a multidisciplinary team is often beneficial.",2108,ok,
medquestions-500-0059,gpt-4o-mini,What are the symptoms of Neuronal ceroid lipofuscinosis 5 ?,"Symptoms of Neuronal ceroid lipofuscinosis 5 (CLN5) typically include:

- Progressive vision loss
- Seizures
- Cognitive decline
- Motor skill deterioration
- Behavioral changes
- Ataxia (loss of coordination)
- Muscle weakness

Symptoms usually appear in childhood and worsen over time.",1805,ok,
medquestions-500-0060,gpt-4o-mini,How many people are affected by Osteoarthritis ?,"Osteoarthritis affects approximately 32.5 million adults in the United States. Globally, it is one of the most common forms of arthritis, impacting millions more.",992,ok,
medquestions-500-0061,gpt-4o-mini,How to diagnose Osteoporosis ?,"Osteoporosis is diagnosed through a combination of medical history, physical examination, and imaging tests. The most common method is a bone density test (DEXA scan), which measures bone mineral density. Additional assessments may include blood tests to check for calcium and vitamin D levels, and evaluating risk factors such as age, gender, family history, and lifestyle.",1928,ok,
medquestions-500-0062,gpt-4o-mini,What are the symptoms of Facial ectodermal dysplasia ?,"Symptoms of facial ectodermal dysplasia may include:

1. Abnormalities in teeth (missing or malformed)
2. Sparse or absent hair
3. Dry skin
4. Reduced sweating
5. Facial deformities (e.g., underdeveloped facial features)
6. Hearing loss (in some cases)

Symptoms can vary widely among individuals.",1731,ok,
medquestions-500-0063,gpt-4o-mini,What is (are) Prevent diabetes problems: Keep your nervous system healthy ?,"To prevent diabetes-related nerve problems, maintain good blood sugar control, follow a balanced diet, exercise regularly, avoid smoking, manage blood pressure and cholesterol levels, and get regular check-ups.",1204,ok,
medquestions-500-0064,gpt-4o-mini,What are the symptoms of Osteoarthritis ?,"Symptoms of osteoarthritis include:

1. Joint pain
2. Stiffness, especially after inactivity
3. Swelling around the joints
4. Decreased range of motion
5. A grating sensation or popping sound during movement
6. Bone spurs around the affected joints

Symptoms may worsen with activity and improve with rest.",1692,ok,
medquestions-500-0065,gpt-4o-mini,What are the symptoms of 15q13.3 microdeletion syndrome ?,"Symptoms of 15q13.3 microdeletion syndrome can include developmental delays, intellectual disability, autism spectrum disorders, seizures, speech and language difficulties, and behavioral issues. Physical features may include distinct facial characteristics, hypotonia, and growth delays. Each individual may present with a different combination of these symptoms.",1438,ok,
medquestions-500-0066,gpt-4o-mini,What are the treatments for polycystic kidney disease ?,"Treatment for polycystic kidney disease (PKD) focuses on managing symptoms and complications. Options include:

1. **Blood pressure control**: Medications like ACE inhibitors or ARBs.
2. **Pain management**: Analgesics for pain relief.
3. **Dietary changes**: Low-sodium and low-protein diets may help.
4. **Fluid management**: Staying hydrated and managing fluid intake.
5. **Kidney function monitoring**: Regular check-ups and lab tests.
6. **Dialysis or kidney transplant**: For end-stage renal disease.

Consult a healthcare provider for personalized treatment options.",3214,ok,
medquestions-500-0067,gpt-4o-mini,How to diagnose Parkinson's Disease ?,"Parkinson's Disease is diagnosed through a combination of clinical evaluation, medical history, and neurological examination. Key diagnostic criteria include:

1. **Motor Symptoms**: Presence of bradykinesia (slowness of movement) plus at least one of the following: resting tremor, rigidity, or postural instability.
2. **Response to Medication**: Improvement of symptoms with dopaminergic medications can support the diagnosis.
3. **Exclusion of Other Conditions**: Ruling out other neurological disorders through imaging (like MRI) and tests.

There is no definitive test for Parkinson's; diagnosis is primarily clinical.",3005,ok,
medquestions-500-0068,gpt-4o-mini,What causes Osteoarthritis ?,"Osteoarthritis is caused by the breakdown of cartilage in joints due to factors such as aging, joint injury, obesity, genetics, and repetitive stress on the joints.",1372,ok,
medquestions-500-0069,gpt-4o-mini,Is Bart-Pumphrey syndrome inherited ?,"Yes, Bart-Pumphrey syndrome is inherited in an autosomal recessive manner.",756,ok,
medquestions-500-0070,gpt-4o-mini,Is intrahepatic cholestasis of pregnancy inherited ?,"Yes, intrahepatic cholestasis of pregnancy (ICP) can have a genetic component, as it often runs in families. However, the exact inheritance pattern is not fully understood.",1642,ok,
